Gene,L1 larvae01,L1 larvae02,L2 larvae01,L2 larvae02,"L3 larvae, 12 hr post-molt01","L3 larvae, 12 hr post-molt02","L3 larvae, dark blue gut PS(1-2)01","L3 larvae, dark blue gut PS(1-2)02","L3 larvae, light blue gut PS(3-6)01","L3 larvae, light blue gut PS(3-6)02","L3 larvae, clear gut PS (7-9)01","L3 larvae, clear gut PS (7-9)02"
CG3868,120.664,137.983,304.281,334.824,151.725,176.045,590.564,663.202,322.117,369.422,202.493,224.702
bbg,18.8339,18.2077,24.3027,25.1614,17.4391,18.0542,20.8778,20.0452,25.3997,24.3835,41.1762,42.2246
Mpcp,1506.49,1589.39,1157.09,1220.34,917.434,967.351,399.026,420.8,244.778,258.034,208.145,219.344
ome,11.1377,11.2794,25.7855,26.1188,14.888,15.08,11.8505,12.0048,11.0054,11.1478,11.171,11.3157
Trl,35.1826,39.8654,45.6016,47.2274,32.8934,34.1933,31.9403,34.2617,46.8383,53.1626,43.1898,48.6495
bmm,24.3165,24.9371,10.3447,10.6167,11.3239,11.6254,27.4566,28.0742,29.1485,29.9583,27.2081,27.9377
NHP2,240.483,287.406,94.1698,112.471,55.7848,66.6918,26.0917,31.1728,30.1024,36.0114,35.0674,41.8447
CG5114,92.988,101.673,43.9569,48.1611,31.6977,34.9518,12.7111,14.0466,15.3591,16.9509,16.413,18.1025
mRpL39,47.7623,52.832,60.1936,63.8565,36.2512,40.0093,12.9224,13.9587,15.4493,16.8728,18.0873,20.3145
Prosbeta2,63.2098,65.0521,143.136,147.305,102.063,105.035,153.801,158.28,240.379,247.378,348.962,359.095
CG12310,956.815,957.9,863.282,866.205,733.613,736.001,500.268,502.506,502.303,503.065,210.464,211.979
CG13461,72.0068,64.4274,23.6618,20.6,39.9764,33.5696,23.2207,19.3885,46.2529,39.0078,23.494,20.7319
CG18649,342.559,342.559,168.414,168.414,198.272,198.272,98.0563,98.0563,40.2809,40.2809,20.7447,20.7447
CG13460,42.4498,42.4498,41.0872,41.0872,207.797,207.797,291.202,291.202,201.214,201.214,87.0969,87.0969
Aats-gly,57.732,59.9944,72.3194,74.9039,61.7823,64.0391,30.6877,31.7601,36.3273,37.7154,41.1731,42.8116
CG6854,61.1699,64.4835,31.0455,32.5444,22.8745,24.3385,22.1744,21.7789,28.269,27.1006,35.318,33.9481
Pdi,412.202,304.611,1196.02,898.574,1077.07,812.485,830.763,622.789,648.725,488.389,782.946,577.611
CG6859,32.0079,31.534,30.5046,30.4909,18.8232,18.8526,25.3893,25.1846,31.0495,31.1814,42.302,42.3762
CG6876,14.5038,15.5948,15.0636,16.1939,12.0083,12.8169,12.822,13.7286,15.752,16.9268,17.3585,18.7222
CG7011,10.0509,11.1187,16.5088,18.1668,13.8484,15.2467,15.5256,16.9828,13.9387,15.2232,15.9457,17.3213
CG6878,84.6248,109.593,83.3837,107.947,61.0881,78.9482,26.3489,33.9943,26.2647,33.866,26.6334,34.2042
CG7275,39.0241,40.5378,20.5542,21.2936,12.9414,13.3671,10.8593,11.2715,12.8641,13.3017,14.3834,14.8459
CG7272,42.1609,43.6422,33.2573,34.4476,34.0084,35.1193,18.9779,19.5807,14.3191,14.7297,19.0873,19.5756
Eip71CD,70.8258,74.4257,69.6218,75.1916,76.6643,80.5264,132.071,139.598,139.146,146.493,122.637,125.018
mex1,20.6624,40.296,36.0936,73.7266,15.097,27.9295,17.8789,41.9625,12.5674,31.1294,10.769,29.0832
CG7945,17.3834,17.8527,19.3465,19.9144,17.1187,16.7242,26.8382,27.5582,37.4022,38.2382,49.1161,50.2739
CG33985,39.6114,45.1358,22.2163,25.1335,19.5994,22.0623,15.852,18.0644,22.9024,26.0848,21.842,24.6825
CG33984,84.038,33.685,58.2949,27.6697,71.7151,30.239,64.2719,30.7312,62.3746,28.374,52.3236,21.1399
AGO2,28.7648,29.1863,29.427,29.9271,31.8357,32.4886,58.7404,59.578,81.3299,82.6352,84.4707,85.9715
CG7739,13.0535,13.5123,15.9716,16.5623,14.6936,15.2477,19.1899,19.8306,26.5491,27.567,37.3888,38.8649
CG7427,17.9194,16.8159,21.133,19.7161,16.5268,15.6208,17.3211,16.0932,20.6696,19.4235,29.8306,26.4798
CG16979,12.4835,12.2707,19.3885,19.1877,14.1781,14.3038,15.5557,15.4738,21.4351,21.3439,24.8506,24.7515
CG12304,73.6934,87.0086,70.6307,83.2732,63.1966,74.4054,38.2867,45.2567,36.394,43.0075,41.0189,48.3332
CG7656,28.9417,30.8978,35.7126,37.9293,33.548,36.1291,49.6649,52.8455,91.5895,97.9276,139.35,148.709
CG6151,47.1123,55.3136,42.1951,44.8303,27.0546,27.9732,33.6441,34.003,42.6625,45.796,58.5707,60.0989
Dcp2,16.082,22.1124,16.784,18.037,11.3688,13.6858,11.0853,12.2855,25.5233,33.6836,39.5801,44.8875
CG18081,20.4749,21.0971,29.1016,29.9892,19.5702,20.1753,14.6816,15.1321,15.8306,16.3449,23.0814,23.8256
CG15715,22.2971,32.4726,26.0575,36.7178,13.9943,20.0013,12.3267,17.3714,15.0828,21.5275,21.9319,30.6285
CG17032,95.0968,100.803,67.2138,71.1916,92.1018,97.5878,49.6663,52.5843,36.247,38.3802,20.8285,22.0685
CG5931,18.2065,18.6942,18.0677,18.5484,14.0197,14.3953,12.2075,12.5309,18.2525,18.7282,19.9636,20.4933
brm,19.6003,20.0511,19.8465,20.3076,16.2227,16.5915,17.8186,18.2446,31.5309,32.2786,33.043,33.8053
CG17029,150.122,182.224,85.1457,103.116,140.266,169.838,81.081,98.0782,28.6645,34.1416,12.8663,14.9256
Arf72A,39.0856,45.2111,59.645,68.9907,50.3808,58.4254,45.1548,52.2446,42.707,49.5017,46.1823,53.4045
mRpS31,37.0223,37.2952,40.5565,41.7996,28.1393,29.0546,12.0511,12.4033,11.4673,11.852,12.274,12.5257
th,72.4934,77.7235,43.6967,46.8991,40.6398,43.589,67.9201,72.8809,114.402,123.082,163.624,176.776
Mbs,25.1771,26.6756,20.6177,21.9434,19.3996,21.0156,16.3534,17.3552,36.3424,38.2925,48.6011,51.7926
CG13075,83.1608,106.737,26.3466,31.7098,157.422,193.321,34.7944,42.277,25.6688,32.1231,29.9296,37.9859
CG5284,16.5934,17.5306,22.0336,23.1421,18.8196,19.6931,21.059,21.9744,33.2702,34.941,45.3639,47.3963
Zn72D,28.6151,30.5466,21.9317,23.3562,16.8658,18.16,15.5984,16.5552,23.5187,24.953,27.6699,29.3308
Taf4,24.7427,26.7169,15.5944,17.0933,13.184,14.5642,11.9335,12.8075,25.3995,26.3866,24.7058,26.7233
Pgm,157.66,170.551,144.17,155.955,187.671,204.545,182.024,196.039,105.433,114.942,51.957,56.2234
SsRbeta,139.646,160.534,347.598,398.019,218.319,249.284,126.765,145.691,97.2173,111.388,128.421,147.965
PDCD-5,56.9967,53.5174,55.8975,54.1978,48.8843,47.7236,44.9005,45.2414,47.2631,46.7938,58.1316,53.5571
MED10,14.2303,12.7998,22.6498,22.1349,18.2893,16.4877,26.8018,24.4699,29.7985,27.9591,41.9321,39.1307
CG13067,126.729,166.779,33.3931,42.7177,1144.18,1465.03,38.1632,49.5794,17.1085,22.2855,10.8213,14.0728
CG13044,273.355,419.163,60.3567,91.5425,231.726,351.692,55.1278,83.8096,32.7833,49.893,13.1725,20.0691
mRpS34,58.2922,58.5305,54.4352,54.7053,36.006,36.1907,19.4432,19.5708,18.6582,18.8528,19.5391,19.7107
CG4893,62.0814,74.8108,26.009,30.1017,37.8916,42.2301,30.3931,30.3958,19.0255,26.6042,28.7304,28.7322
roq,14.6152,14.1329,23.1988,22.9961,14.3814,14.0331,10.3698,10.128,21.8826,21.3754,31.1174,31.4163
CG4729,67.1346,71.1209,75.8682,76.9691,64.51,68.0398,58.0718,60.7141,54.8716,58.1884,104.196,103.794
fax,63.159,72.2256,30.7413,36.5664,11.7918,13.7066,29.0519,34.2529,110.083,124.991,244.93,263.562
TMS1,49.6592,48.3718,33.972,33.5981,37.5254,36.6,81.3757,79.5913,139.489,137.54,183.094,180.789
Aats-tyr,90.6439,99.237,90.2256,98.7371,69.5978,76.078,43.333,47.3959,42.0282,46.0501,48.0529,52.5625
mbf1,66.8869,71.5368,72.9377,78.3415,65.3396,70.2031,46.6066,49.3397,58.0725,61.3606,68.5038,72.4173
Smn,14.1844,14.1844,12.7957,12.7957,12.2044,12.2044,20.9992,20.9992,35.0318,35.0318,39.8836,39.8836
Rpn12,59.6776,59.7213,108.559,108.598,73.5922,73.5924,120.165,120.138,198.828,198.891,278.669,278.668
CG4169,507.842,536.764,448.944,474.471,477.918,505.305,185.665,195.465,102.73,107.998,69.2473,72.2667
Syx8,11.8981,12.8363,10.4484,11.5143,10.1892,11.5179,17.187,18.8849,21.863,24.0616,21.6745,23.1041
Pros26,62.0918,75.8827,114.275,139.622,94.9215,115.901,130.573,159.392,220.487,269.13,261.286,319.117
Su(P),47.7692,56.0492,44.1925,51.8212,38.3652,44.9968,21.0716,24.7329,18.5883,21.8024,17.6981,20.7485
Mo25,22.9763,22.9763,30.3521,30.3521,22.7427,22.7427,22.3322,22.3322,31.7829,31.7829,39.3463,39.3463
Baldspot,60.9949,61.9044,82.8791,85.6233,69.8709,70.7101,28.8786,29.4609,30.0002,31.0576,38.2726,39.8444
zetaCOP,96.3552,100.053,129.527,131.535,82.4711,86.8052,86.9285,89.388,83.8034,86.6799,95.4498,100.417
CG9705,14.5458,15.8343,25.8733,28.1781,25.5044,27.7027,55.4629,60.2991,84.5544,91.9664,103.616,112.41
CG9706,19.9256,20.6271,26.5076,27.2031,17.9635,18.5958,12.9056,13.2478,13.1618,13.5424,11.9135,12.2246
Int6,208.561,220.393,196.393,207.33,147.276,155.616,119.333,126.078,122.425,129.324,141.521,149.064
CG9674,76.9209,85.3747,37.8463,41.6202,31.6121,34.0263,60.9767,69.5074,90.9023,102.492,61.4013,68.3107
nudC,24.3793,28.8764,29.6135,35.0667,20.5336,24.5269,21.5045,25.9278,35.4787,42.5586,55.1169,65.2825
TSG101,18.4288,18.8251,19.2382,19.25,17.5076,17.973,29.0442,30.0265,41.3651,42.3195,60.4319,61.5941
CG9669,24.2834,33.7249,56.1343,83.1403,38.1164,49.4612,34.1622,47.5363,29.4183,41.6917,38.2725,57.1028
Lmpt,49.8413,52.6511,45.4004,48.6938,58.1634,61.5197,32.823,33.399,52.7254,60.1408,87.6866,105.054
Nc73EF,186.214,187.879,172.752,173.996,173.692,175.891,110.736,112.368,101.122,103.209,74.6229,75.9372
CG6664,13.8527,14.0433,13.4521,13.6556,13.5607,13.7742,17.3026,17.5505,39.2162,39.7899,55.6042,56.401
scaf6,20.412,19.0958,14.105,12.6105,11.5934,10.7073,11.8094,11.1102,19.1528,16.7245,21.6314,19.5956
TpnC73F,251.1,301.525,333.048,399.351,554.869,664.688,621.772,735.56,541.586,637.68,513.021,605.99
rogdi,18.4597,18.8525,18.3083,18.677,12.6797,12.9483,10.8379,11.0712,11.1874,11.4162,18.0931,18.4816
CG6512,65.9592,65.9589,81.0921,81.0894,64.0262,64.0396,27.3155,27.3349,30.0103,30.0157,31.0708,31.063
CG13731,312.018,251.356,54.0956,36.3841,623.368,471.93,160.022,101.281,149.522,106.952,62.9709,35.6098
CG7630,755.586,1086.93,656.768,978.655,628.078,899.719,359.977,522.081,156.298,243.765,129.733,188.076
frc,22.6406,22.6407,21.6664,21.6618,16.6678,16.668,14.1776,14.1789,17.6667,17.6702,23.7857,23.7841
CG7603,112.444,142.103,112.927,142.793,118.664,149.573,64.7066,81.6881,40.0377,50.4512,41.9573,52.9772
CG7580,689.406,807.068,483.705,566.224,462.043,540.823,236.083,276.354,112.665,131.901,115.403,135.106
CG34250,16.6325,16.5213,13.3354,13.2835,14.0842,14.0482,21.3691,21.3172,22.1592,22.1595,24.6704,24.6089
Oatp74D,15.9697,16.0418,19.1099,19.1914,16.5865,16.6552,34.0998,34.2605,36.6928,36.8541,33.2116,33.3413
CG7564,22.9029,22.9572,18.6082,18.6165,13.5453,13.5108,10.3557,10.3884,18.6396,18.6564,19.513,19.5085
Nedd4,20.7731,20.34,18.9977,18.7177,16.1002,16.7947,14.5256,15.648,21.9966,22.9834,30.1288,29.8157
CG6259,37.0584,42.7423,40.2222,46.3795,33.9905,39.0787,57.4971,66.1641,84.5395,97.3692,124.281,142.7
Pep,84.1591,83.9669,105.097,105.795,75.4481,75.3655,91.1861,91.4423,144.985,145.084,163.054,162.595
CG7484,19.6473,23.1038,31.269,36.6115,24.9496,29.2257,26.5778,31.1011,27.6446,32.199,33.6768,39.1707
Adgf-A,41.9368,41.9399,44.0096,44.0077,20.0328,20.033,17.3502,17.3519,11.779,11.7797,12.2994,12.2264
NUCB1,83.492,86.0885,94.6994,107.624,124.28,128.68,104.617,108.136,123.385,128.754,99.9103,110.891
cln3,25.946,26.6585,22.8619,23.5131,16.0591,16.523,12.8774,13.1956,20.1603,20.0139,40.2185,40.5999
CG5567,47.1029,55.0618,49.8055,58.2339,36.6628,42.909,18.1602,21.2161,12.4199,14.4906,12.2409,14.0804
CG7430,307.927,318.053,260.85,269.408,291.835,301.315,127.214,131.358,88.2046,91.1856,64.6374,66.8472
CG7441,10.2555,10.2724,14.438,14.4553,12.2415,12.2827,10.0267,10.0366,18.9018,18.9119,22.3634,22.3728
CG5506,129.462,144.817,193.955,213.334,203.791,224.925,245.685,275.087,151.535,168.095,96.0644,106.788
Prestin,23.0438,25.2451,26.3259,27.5357,16.826,20.4833,15.648,19.6342,14.6513,17.9729,16.7018,19.4643
mRpS26,58.2475,82.8646,54.0488,76.8496,39.4264,55.7787,13.1959,18.6281,12.9585,18.2854,12.5853,17.6774
CG32198,275.431,275.431,720.54,720.54,929.367,929.367,854.211,854.211,368.462,368.462,83.9572,83.9572
CG18811,33.9175,36.7292,31.6037,34.0693,30.3792,32.8787,36.806,39.7362,70.1921,75.8678,72.2981,77.919
Chmp1,34.6292,46.8517,30.9804,41.403,31.5848,43.0359,52.8945,70.9992,66.6728,90.3963,71.9626,95.3088
Cyp12c1,15.9319,17.6993,18.0376,19.9266,21.4265,23.6816,15.7069,17.3862,12.3812,13.6517,13.2242,14.5879
MED11,15.5767,18.3448,15.2068,17.6134,12.601,14.5912,18.1806,20.9884,22.5498,26.1509,29.6497,34.4026
Aut1,22.4249,25.6452,20.6952,23.6805,20.2177,23.163,38.9618,44.518,50.9315,58.4093,56.7092,64.9103
Cat,73.2736,70.2652,120.907,120.314,233.534,232.599,363.518,365.744,308.642,309.112,341.527,346.928
Indy,94.1845,98.3298,88.0139,91.8133,110.424,115.184,65.1097,69.3437,47.6214,50.773,63.3607,67.7351
CG6852,61.6634,77.2447,86.489,113.707,73.2788,91.8499,79.4806,104.657,51.1846,66.909,52.7022,68.0527
Ugt,13.0432,13.1118,29.162,29.3154,22.456,22.5742,17.6407,17.7335,23.9028,24.0243,27.4766,27.6211
CG3902,576.494,606.163,350.294,368.565,478.984,503.573,151.968,159.787,49.6153,52.2216,26.2622,27.6784
RpL26,3186.19,4715.86,2378.97,3520.68,1933.53,2861.33,1589.12,2351.64,1506.87,2230.29,1516.28,2244.03
CSN1b,17.2112,17.2112,22.5645,22.5645,19.2994,19.2994,22.4177,22.4177,26.7197,26.7197,31.7741,31.7741
CG6839,44.6875,46.057,128.248,132.202,23.7702,24.4993,445.65,459.382,174.728,180.13,45.7563,47.176
CG3819,237.111,269.509,433.694,490.014,76.4279,86.807,283.563,319.809,105.264,118.819,26.3462,29.8628
CG18135,75.602,76.6521,97.1325,98.5488,54.5127,55.3419,73.7849,74.7919,98.4143,100.346,82.5299,84.5801
rept,35.8546,35.8548,34.0425,34.0441,22.6419,22.6422,24.7115,24.6979,34.9789,34.9694,37.592,37.5923
nes,15.7901,15.8678,20.5161,20.6141,20.0218,20.1128,11.8187,11.8762,14.8154,14.5337,27.4082,24.8128
Max,20.438,23.0168,16.7092,18.724,13.2396,14.9256,11.6542,13.1126,13.9988,15.7857,20.5767,23.1718
CG9629,81.7366,84.1776,74.3597,76.6159,101.42,104.454,48.2674,49.7466,34.3208,35.5469,27.5423,29.5603
CG9619,24.1221,22.6475,18.861,17.783,16.9258,15.8908,19.6464,18.8137,25.0178,24.1136,14.7502,14.2536
CG9449,158.128,153.199,21.9775,21.5388,88.9415,84.5467,165.782,168.768,105.304,107.35,71.7298,70.6178
CG9330,44.6296,46.1822,36.4383,37.6836,32.5322,33.6461,23.2791,24.1174,27.4123,28.38,32.7206,33.8542
CG9372,12.9101,13.0011,13.8957,13.9935,31.7422,32.3616,21.6831,22.118,16.7798,17.1325,14.1427,14.2678
CG8798,21.3881,21.884,25.9172,26.5321,19.3483,19.7447,10.613,10.8284,12.7187,12.9973,15.4904,15.8557
asf1,24.242,18.6139,30.5074,23.4083,19.2553,14.7456,21.1505,16.1436,25.3574,19.5483,30.4506,23.4642
Oat,251.482,279.879,143.322,159.525,130.589,145.326,91.0265,101.322,142.293,158.373,195.765,217.872
serp,146.008,151.119,317.76,328.369,439.526,454.255,116.497,120.45,85.7212,88.643,90.3037,93.309
HLH106,96.704,96.6879,72.5275,72.395,71.878,71.7729,45.6051,45.53,44.8568,44.7229,40.9342,40.8647
CG15881,24.3328,23.0881,42.6129,43.3377,39.8827,40.2247,23.1457,22.5165,19.8522,18.7276,27.7069,25.4272
Kap-alpha1,30.2584,31.2478,26.7728,27.4856,23.261,23.9695,20.6053,21.1436,29.5078,30.3048,35.3836,36.3043
Deaf1,27.3207,28.1281,14.5954,14.999,11.033,11.3601,10.6617,10.9563,19.9667,20.5291,23.136,23.7411
trc,28.6144,23.5945,25.9034,22.108,15.4249,13.0117,18.4827,15.2778,39.2979,32.8347,56.6267,49.1232
Papss,29.4388,30.0431,55.9791,57.0605,31.1711,31.7621,17.503,18.065,18.1519,18.5016,14.3053,14.8322
Rab8,35.9967,22.2076,46.4423,30.5078,32.1114,20.9975,34.0142,23.6294,54.005,33.8027,68.1842,48.367
Mi-2,25.9299,26.4127,28.5195,28.9554,23.3778,23.703,23.6248,23.9575,38.5036,39.1353,42.9993,43.2168
Su(Tpl),33.0895,35.7934,29.502,31.6514,33.2602,35.6975,18.2858,19.7392,35.9483,38.8585,40.8095,43.5642
CG7757,16.8634,17.0312,14.27,14.4226,11.2046,11.4073,14.4541,14.3553,21.433,21.4755,24.5949,24.7432
Rpn1,46.6425,48.5004,84.3684,86.259,61.4386,63.7326,89.699,91.7745,181.407,184.8,237.4,242.895
CG7770,48.8709,69.6139,63.7135,88.6794,52.331,75.0687,36.6001,51.5842,38.5708,54.308,51.0734,70.4153
Grasp65,39.6211,46.1419,58.2707,64.3158,52.5774,60.5065,43.0376,47.8779,43.1292,48.5414,33.3689,36.1642
CG8004,40.4946,35.9264,32.0858,29.6597,26.4466,23.1164,15.2831,13.4825,16.026,14.5463,18.2202,16.6232
RhoGDI,41.8815,44.2531,61.0072,68.4007,50.7593,51.4026,71.4825,78.288,99.0791,103.214,132.42,138.463
Nca,15.4514,15.1351,15.5811,15.3944,14.9849,14.6215,18.2918,18.0539,22.63,22.2919,37.2772,36.4857
CG7433,85.0405,84.9127,111.446,111.902,87.9513,87.8156,23.2989,23.2542,13.6592,14.3592,13.9233,13.9321
Tom20,132.264,158.8,141.498,170.319,93.2963,118.929,46.8112,56.0503,54.026,65.5396,59.5244,70.8795
CG14184,29.305,28.6277,20.5705,19.5537,24.1238,23.5217,38.8492,37.7973,44.8137,44.3244,55.5021,53.3313
obst-J,64.2213,71.9681,67.3249,75.4879,62.9328,70.5358,67.7413,75.8907,88.8322,99.604,96.1115,107.703
CG6981,156.245,191.047,109.334,134.052,67.8758,78.9342,82.0265,97.208,71.8617,84.0963,108.135,132.608
obst-F,45.8674,47.5014,46.4688,47.7393,45.1496,45.9604,59.9081,61.6639,41.0561,42.5531,18.4954,19.1097
CG7298,1152.71,1097.69,876.984,835.53,692.296,671.994,605.581,576.334,455.877,433.467,260.179,248.767
CG7290,352.469,390.805,410.398,454.293,290.03,321.052,589.278,652.503,485.532,537.906,285.839,316.425
CG7017,728.065,841.956,472.344,546.102,463.141,535.56,364.653,421.735,461.29,533.418,353.031,408.164
CG6933,762.296,835.898,696.214,762.586,529.346,581.702,797.542,873.251,682.999,749.538,375.778,411.042
CG17145,115.116,141.407,95.4202,117.138,59.1264,72.5973,258.659,318.449,93.4187,115.091,27.2491,33.5962
Clc,57.8371,64.4233,102.876,115.18,70.2072,73.7074,82.4272,88.2912,118.483,128.854,153.414,170.727
CG6597,15.0582,15.4351,14.5385,14.6741,12.2644,12.6194,20.7192,21.1256,23.3354,23.7037,27.1439,28.3822
Snap,41.6471,46.9854,37.6987,42.5442,27.761,31.3152,36.2673,40.7653,49.9117,56.2285,82.7764,93.0265
CG6680,19.3995,16.2338,16.9075,15.039,26.8156,23.0139,26.9965,23.592,29.5835,26.2364,29.575,26.3783
eRF1,161.397,163.222,151.443,153.951,119.647,122.381,79.074,80.6069,108.157,109.296,173.477,173.338
CG5618,21.6549,19.3522,24.6249,24.1121,14.0133,13.3657,18.0661,17.5459,36.787,36.0928,94.3184,94.3454
Ide,27.3764,28.7652,26.396,27.6741,21.2411,22.3409,15.915,16.7566,18.5425,19.5302,22.9379,24.1248
fbl,47.877,48.5147,82.0597,83.4517,60.638,62.5661,55.6162,56.8199,64.2166,64.0887,75.9942,77.2903
trbl,13.58,14.7576,12.7865,13.9256,18.0006,19.5971,14.2414,15.4896,16.1149,17.5532,14.9539,16.2752
Las,27.0646,27.7732,23.0036,23.5727,22.942,23.5249,11.7801,12.0885,12.1231,12.4082,13.464,13.7531
Psn,15.7527,15.2322,26.0255,25.0605,20.1716,19.5059,33.6453,32.7021,47.7189,46.1459,59.5588,57.5135
mRpL15,46.685,49.0842,51.1488,53.7055,34.2899,35.8287,11.6122,12.2642,11.0304,11.6142,11.9346,12.6622
CG32428,20.6809,20.2998,14.2921,13.6911,13.4552,12.6793,20.3888,18.8472,37.7214,34.5602,35.3857,32.621
CG5969,27.8923,27.8658,39.3971,39.3429,25.7389,25.7572,17.5944,17.739,15.6279,15.6919,23.8481,23.9702
CG6020,345.426,369.722,301.732,322.818,304.966,326.144,161.985,173.283,102.405,109.582,73.6605,78.7352
CG32425,102.564,100.744,73.8104,78.6301,76.6448,75.1348,28.5704,28.3985,25.6527,26.4993,26.5905,27.7893
CG5059,12.0768,11.3272,10.4487,10.6139,13.4424,13.6609,57.273,57.8357,186.659,189.558,378.938,385.47
CG4825,85.9149,95.0935,72.515,80.0524,42.0365,46.273,12.0158,13.0868,14.6847,15.9189,17.0924,18.4349
CG4858,25.4402,34.4313,25.5447,33.4195,24.5888,32.5302,26.14,34.0345,27.1001,34.4315,30.2655,39.9477
CG4042,23.389,23.2557,24.9413,24.7674,19.2244,19.083,10.7503,10.6957,10.0903,10.0392,11.1665,11.0757
Pitslre,38.9319,40.8338,22.0873,22.6853,19.7359,19.9494,29.7659,31.6452,53.0898,51.2943,60.3095,59.8448
CG4289,21.1689,22.9821,28.4712,30.8648,24.1272,26.1077,21.8819,23.711,17.6146,19.2317,16.6276,18.6232
CG4365,61.5205,62.9979,66.749,69.7428,60.0151,62.9368,56.2446,58.7385,49.9951,51.9989,40.8169,41.5422
Pka-R1,74.5762,58.3221,66.5866,54.9753,62.5373,59.6372,51.9505,47.5889,45.6342,42.8427,45.9392,42.5925
CG13255,19.351,19.2746,13.4536,13.2215,20.8497,20.4689,42.6174,42.1192,52.7797,52.1182,83.809,83.0425
CSN3,15.7276,18.0705,18.0136,20.6727,17.3173,19.9239,22.8245,26.2856,30.6925,35.2861,40.665,45.7934
Sin,25.2625,26.187,16.8711,17.4715,12.4801,12.8548,11.2037,11.5695,13.0538,13.5172,14.6781,15.1781
siz,17.1119,17.3306,17.9192,18.1421,14.0238,14.1396,14.1414,14.2827,29.6399,29.9211,36.4344,36.5589
CG10565,117.783,135.421,66.8311,76.8395,54.2211,62.3131,26.4076,30.2635,33.1276,37.9664,32.9099,37.5974
chb,20.3395,21.6909,18.9894,19.0623,18.1972,18.2524,14.8197,15.3113,28.4713,28.779,31.2137,31.3025
asparagine-synthetase,22.5127,22.5127,23.3192,23.3192,38.7948,38.7948,34.029,34.029,35.0405,35.0405,21.7851,21.7851
CG33056,12.8199,13.0908,14.4772,14.7929,11.096,11.3123,18.9418,19.2039,12.9739,13.1506,12.9442,13.1371
CG10512,161.246,167.771,140.27,146.487,139.417,145.468,118.066,123.385,76.5212,80.0585,32.2498,33.518
Ilk,45.8481,51.3414,38.6908,43.3025,37.32,41.7972,33.2616,37.1961,34.408,38.5361,42.7016,47.8015
CG9391,27.7489,28.7735,39.6236,41.1113,30.4754,31.5818,27.2516,28.2883,29.4051,30.5857,32.0739,33.2103
AcCoAS,151.885,152.233,197.933,198.616,224.342,224.874,125.804,126.091,61.0718,61.2167,26.7449,26.8008
ppl,95.9387,117.996,87.1477,106.998,132.419,162.748,70.9033,87.1303,65.4865,80.4306,72.9637,89.6344
CG12974,60.1788,67.8578,47.678,53.1097,27.3958,30.1076,62.2949,69.8177,74.2342,82.7922,112.179,121.019
pzg,32.4495,33.2511,26.4684,27.1029,21.2179,21.7243,20.4483,20.9415,37.154,38.0558,38.61,39.5546
CG11309,34.8979,40.3968,37.7518,44.1304,42.6557,49.4595,58.1324,66.7119,28.2517,32.8445,16.2059,18.8029
CG7324,14.4455,14.614,11.1982,11.3248,12.4202,12.5646,19.3906,19.6576,26.9724,27.3407,38.9974,39.5258
Syx7,15.6696,15.8961,15.4572,16.0425,17.1241,17.5298,34.344,35.0916,56.0399,58.0299,80.2262,82.5453
CG7519,37.5043,46.3879,20.3283,24.9653,14.871,18.3077,12.5135,15.4406,15.9812,19.6013,22.544,27.6605
Hr78,22.0191,21.5069,19.4854,19.348,20.6184,20.2788,25.0833,24.7561,41.1255,40.666,51.2426,50.9422
CG33214,24.1903,24.9805,27.5409,28.359,23.836,24.5793,24.0175,24.6979,30.3673,31.2632,27.9153,28.714
CG7597,17.0981,17.1294,15.4125,15.4492,12.9746,13.0322,10.4891,10.4834,16.1957,16.2019,17.8923,17.9729
CG7611,18.5425,18.8605,20.7701,20.8544,19.3586,20.223,42.1448,42.4729,84.8899,85.8582,125.061,126.014
Pros54,58.8663,62.6216,103.817,115.653,66.5219,72.8193,102.134,111.965,201.635,221.503,301.748,335.454
CG7181,465.146,710.913,392.973,597.557,419.345,639.039,207.808,316.242,101.622,155.328,107.282,163.873
CG7172,55.3629,55.3629,63.7419,63.7419,53.2909,53.2909,24.9003,24.9003,20.9157,20.9157,22.266,22.266
CG32441,31.8497,42.648,38.679,51.6532,29.5867,39.508,32.6278,43.5909,36.3055,48.5095,42.1996,56.2185
CG11306,26.9045,29.2888,35.6737,38.9244,33.7424,36.8592,37.0944,41.0468,34.539,37.6263,36.0965,39.0497
ORMDL,19.892,21.5875,24.1769,28.6281,25.037,26.5728,31.8269,36.8078,27.1855,31.0461,26.6569,29.4128
Rpb8,55.9494,81.7764,37.0551,51.389,26.608,33.7402,17.5894,25.8913,19.8645,29.1531,25.7925,37.7205
CG7414,233.603,245.933,170.124,179.766,181.451,191.004,150.974,158.415,158.176,165.414,139.138,145.124
CG32448,14.2401,16.0367,18.0165,21.7194,14.9954,18.7191,21.5692,26.8748,20.1406,26.4719,19.4425,24.5177
Nopp140,95.5998,93.6414,55.7636,54.3936,35.9382,35.1124,14.0074,13.5847,22.2857,21.7317,24.6157,23.8642
CG7145,54.5687,55.0556,46.6125,47.1098,61.3693,62.0398,42.6145,43.0875,38.4976,38.9443,29.9727,30.2128
CG7470,79.9377,86.2662,86.3909,93.1662,71.2406,76.7924,103.506,111.579,117.434,126.615,78.5987,84.7975
RpLP0,2168.26,2429.71,1880.02,2104.23,1617.89,1811.15,1202.06,1344.17,1096.51,1229.94,1060.06,1184.33
