	NP_651781	NP_610460
AAD46853	-0.46678861399845817	-0.10417714492789462
AAG17032	0.3379046409166624	0.24287919437864336
NP_001261687	-0.3708723294216762	-0.2085326204651673
NP_001261994	0.355492623055787	0.22464767299314925
AFH89824	0.5392304864512754	-0.9166215619697548
NP_611228	0.2248764961518193	0.3552731210344743
NP_001262821	-0.13703740432870828	-0.4372625395955373
NP_648273	0.36312699892166966	-0.8201335060397023
NP_524358	-0.22138463321167465	-0.35861931924049517
CAA70286	0.27833775027432944	-0.7656720934924784
NP_725564	0.7409047813568012	-0.989308879594317
NP_523836	-0.9210957152353652	0.5487455836802213
NP_001286363	0.5690685983796018	-0.015349598170997967
NP_524043	-0.21092048441883243	-0.3686032139457236
NP_001261630	0.0667617971296308	0.49966416149404264
NP_001036387	0.8792306195730377	-0.4655201783004182
ACX30017	0.3327585998558351	-0.8011712774814203
NP_651876	0.8006914753778309	-0.33200282781320783
AHZ64223	-0.06784206320178252	-0.49872599504562637
NP_001163480	-0.4730282974483669	-0.0971442969265261
NP_524011	0.03503717706011962	-0.5851514983228322
NP_611693	0.16497140022164333	0.41167703296286257
6XU6_CC	0.741076943160209	-0.24221715233653632
NP_001259663	0.5881964289705799	-0.03879461184375811
NP_001259876	-0.06620670222743665	-0.5001459842385773
NP_649539	0.9716826299897137	-0.938865303575948
NP_609037	-0.3336268163742768	-0.24728216986269283
NP_650774	0.03244987952171301	-0.5830502421623341
NP_001261742	-0.2505020844624923	-0.33049092146144465
NP_611604	0.15891014989787686	0.41726692622032
NP_001163296	-0.2112867776389384	-0.3682548361493504
NP_001247111	0.6924530191808724	-0.9767860815098318
NP_001245509	-0.3624379435430331	-0.21739041999405137
NP_001285018	0.04313664202198084	-0.5917052952163998
NP_001285657	0.012836887222536272	-0.567000420745015
NP_523582	-0.8029995758188583	0.3356439830382704
NP_001286300	0.2346212262741222	0.3458960510316299
NP_611983	-0.10487850102909138	0.6404578218137926
NP_001097094	-0.26777858603536153	0.7585657760998348
NP_001286891	0.5216156932217728	-0.9081175362486078
AAN71576	-0.8941782014298072	0.49390038575139944
NP_477034	0.28122747887373784	0.30024504893679327
NP_647727	0.5684247721998031	-0.014566930450688251
AAY27479	0.6966965111194942	-0.9780326451289046
NP_001285058	-0.23759295386766358	-0.34302501845257427
NP_001285268	0.1398425077086717	0.43471353565636695
NP_610398	0.9998829139726868	-0.8223170085138091
NP_610460	-0.8309281511011121	0.9999999999999999
NP_001262598	0.9761162338250309	-0.9319553597918037
NP_732486	-0.5084897882734183	-0.05656231580943987
AEC46900	-0.998561728828907	0.7999032420586774
CAL26784	-0.3488307430977809	-0.2315778681509579
NP_477134	0.99856231817583	-0.8595572420687323
NP_001285124	-0.3692675953890599	-0.210221703925057
CAQ53523	-0.14487272664917064	-0.430131266329098
NP_523444	-0.3877857509024588	-0.1906206653471694
NP_649439	0.18688070391418934	0.39129333969449615
NP_001286407	0.10577836376233682	0.46536407335409063
NP_001260796	0.7588842174278139	-0.2682495500370397
NP_724906	-0.19912113192061615	0.7106935191041813
NP_523478	0.2733162002938897	0.3080890304263068
NP_524834	0.30940334961122173	0.2719867246326434
NP_610676	-0.42732717188316766	-0.14794310257432905
NP_524103	-0.17891816771476107	-0.39873382472798463
NP_609202	-0.7017210671466585	0.18668605552532017
NP_649252	-0.9999652594341548	0.8355369662463041
NP_001285316	-0.40730874452765936	-0.16969203786289053
NP_477210	0.6229767028643534	-0.9528715794905525
NP_572573	0.4577345919373999	0.11432647795431826
NP_569851	-0.8021519175826989	0.9987560793006167
NP_524776	-0.28124700564410954	-0.3002256396380729
NP_001261786	0.8775670703625176	-0.46243675322000516
NP_573098	-0.45032288080701244	-0.12258646646664866
NP_001262379	0.8991838594993695	-0.5037015412550678
