gene	bait	correlation
NP_648910	NP_001137610	-0.998593637038054
NP_650772	NP_001137610	-0.9971299431372997
NP_996103	NP_001137610	0.9999311965507879
NP_001263148	NP_001137610	-0.9994126779907475
NP_477414	NP_001137610	-0.9945363293563731
NP_524051	NP_001137610	-0.9999999969350798
NP_001260713	NP_001137610	0.9998678040092591
NP_001259148	NP_001137610	-0.9979821076774597
NP_001286442	NP_001137610	-0.9999797030482983
NP_648094	NP_001137610	0.9940832402125735
NP_649352	NP_001137610	-0.9946408442272141
NP_611647	NP_001137610	-0.9999307837620226
NP_650716	NP_001137610	-0.9901308487046244
NP_572572	NP_001137610	-0.9900967987233428
NP_001137996	NP_001137610	0.9997339143810481
NP_649161	NP_001137610	-0.9978520188949732
NP_649602	NP_001137610	-0.9999999240433515
NP_572998	NP_001137610	-0.9992751573754703
NP_001284943	NP_001137610	-0.9980479889197967
NP_525119	NP_001137610	-0.9925512381796572
NP_652037	NP_001137610	-0.9936977323514922
NP_476636	NP_001137610	-0.9970642813721613
NP_001261849	NP_001137610	-0.999886124371187
NP_511166	NP_001137610	-0.9917810442367778
NP_476929	NP_001137610	-0.9946933807925362
NP_001287008	NP_001137610	0.999266530717403
NP_788550	NP_001137610	0.9962341352459992
NP_573044	NP_001137610	-0.9999710181137235
NP_651556	NP_001137610	0.991414583419388
NP_524606	NP_001137610	-0.9952158255537173
NP_001260585	NP_001137610	-0.9983882992800559
NP_651191	NP_001137610	-0.9984189564353058
NP_572952	NP_001137610	-0.9933917477686586
NP_611223	NP_001137610	0.9946841148841625
NP_476646	NP_001137610	0.9995420937440124
NP_001259308	NP_001137610	0.9992527763135743
NP_001246283	NP_001137610	0.9974979946302641
NP_001262821	NP_001137610	-0.9958662149104685
NP_524846	NP_001137610	-0.9961039055284583
NP_001261630	NP_001137610	0.999793981504318
NP_524351	NP_001137610	-0.9894441878128057
NP_648328	NP_001137610	0.9944017912278328
NP_524011	NP_001137610	-0.9966760873747854
NP_611693	NP_001137610	0.9929021178155709
NP_001287236	NP_001137610	-0.9944939242787544
NP_001259876	NP_001137610	-0.9998051188920312
NP_725252	NP_001137610	-0.9971691633977626
NP_649898	NP_001137610	0.9927256701771395
NP_650774	NP_001137610	-0.9968836454240576
NP_523473	NP_001137610	-0.9957961523781514
NP_649202	NP_001137610	0.9986379822525039
NP_723401	NP_001137610	0.9911447431028361
NP_611604	NP_001137610	0.9936139179537214
NP_731599	NP_001137610	0.9999615241149985
NP_001285018	NP_001137610	-0.9959830121275383
NP_001285657	NP_001137610	-0.9982393241579768
NP_729916	NP_001137610	0.999151706941009
NP_001263083	NP_001137610	0.9995042405447659
NP_996031	NP_001137610	0.9976665556297352
NP_732364	NP_001137610	-0.9947622247218566
NP_609190	NP_001137610	-0.9942192312603189
NP_001260872	NP_001137610	-0.9948547669166841
NP_723994	NP_001137610	0.9951113335880318
NP_001285268	NP_001137610	0.9956049496497157
NP_001303458	NP_001137610	-0.9993623884615347
NP_650775	NP_001137610	-0.9998644353399736
NP_001188899	NP_001137610	-0.9925153795178149
NP_608929	NP_001137610	-0.9965017247403106
NP_001286407	NP_001137610	0.9982325268328985
NP_001246059	NP_001137610	-0.9999288705041935
NP_726040	NP_001137610	0.9983066544982366
NP_649527	NP_001137610	-0.9998124392752105
NP_648665	NP_001137610	-0.9989207061279762
NP_523893	NP_001137610	0.999481363542163
NP_650708	NP_001137610	-0.9998951794066738
NP_001259880	NP_001137610	0.9960932819904016
NP_727152	NP_001137610	-0.9980710938375282
NP_001262483	NP_001137610	-0.9917086699275384
NP_729406	NP_001137610	0.9999993105880328
NP_001261333	NP_001137610	0.9969838193674788
NP_523969	NP_001137610	-0.9919509643884195
NP_611022	NP_001137610	-0.9930160534957031
NP_001303375	NP_001137610	0.9999077617895091
NP_524103	NP_001137610	-0.9911188228174442
NP_730051	NP_001137610	-0.9970167801478067
NP_610296	NP_001137610	0.9998147461718324
NP_001260668	NP_001137610	-0.9997572523402108
NP_524022	NP_001137610	-0.9973926523718669
NP_001285787	NP_001137610	-0.9905038129212842
NP_995814	NP_001137610	0.9937350431755648
NP_609228	NP_001137610	-0.9999896618987679
NP_649210	NP_001262255	0.9914070865236567
NP_650565	NP_001262255	-0.9999902028695353
NP_647636	NP_001262255	0.997921766488522
NP_001286321	NP_001262255	0.999559709322551
NP_647931	NP_001262255	0.9991796967454174
NP_650131	NP_001262255	-0.999315781086609
NP_523450	NP_001262255	-0.9983524890999731
NP_572475	NP_001262255	0.999753981434425
NP_733336	NP_001262255	0.9992879221262093
NP_723510	NP_001262255	-0.9999929419542379
NP_651435	NP_001262255	0.9999948103517687
NP_001284872	NP_001262255	0.9972290245542567
NP_650253	NP_001262255	-0.9955140380636561
NP_731500	NP_001262255	-0.9931891246525879
NP_611650	NP_001262255	-0.9895170860312067
NP_476578	NP_001262255	0.9995048367880887
NP_649789	NP_001262255	-0.9925993144958967
NP_001286508	NP_001262255	-0.9894156947424195
NP_651243	NP_001262255	-0.9991510724409017
NP_651455	NP_001262255	0.9924480450451635
NP_788610	NP_001262255	-0.9925171508815059
NP_610876	NP_001262255	-0.9960768954330238
NP_611175	NP_001262255	-0.9985451725108234
NP_001356982	NP_001262255	-0.9929917237860579
NP_610311	NP_001262255	0.9942551051433228
NP_610875	NP_001262255	-0.9972764334736425
NP_650854	NP_001262255	0.9996484993521069
NP_001287463	NP_001262255	-0.9987981270587544
NP_001285107	NP_001262255	-0.9927290577996115
NP_511152	NP_001262255	-0.9925122800796619
NP_649931	NP_001262255	0.9916912145795492
NP_001262557	NP_001262255	-0.99422681072236
NP_001286812	NP_001262255	0.991424930374183
NP_001285404	NP_001262255	-0.9929411286465857
NP_572215	NP_001262255	0.9996729414711738
NP_001262316	NP_001262255	0.9982751843449219
NP_001284859	NP_001262255	-0.9923584471629231
NP_001262494	NP_001262255	-0.9999951056384759
NP_511068	NP_001262255	0.9992800523905577
NP_608834	NP_001262255	-0.9965560363855052
NP_726358	NP_001262255	0.9957263189492697
NP_732572	NP_001262255	-0.9992703505921038
NP_650069	NP_001262255	0.9951862062447621
NP_726775	NP_001262255	0.999259326835423
NP_610178	NP_001262255	-0.9999995593767106
NP_650248	NP_001262255	-0.9928820209603278
NP_608531	NP_001262255	0.9908242992718156
NP_001262884	NP_001262255	-0.9987800432731946
NP_610400	NP_001262255	-0.9994924888069494
NP_524901	NP_001262255	-0.9995454883964914
NP_572434	NP_001262255	-0.9953930539476469
NP_730669	NP_001262255	-0.9936979997999793
NP_649090	NP_001262255	0.999780667391188
NP_652610	NP_001262255	0.9999130195260979
NP_523568	NP_001262255	0.9989863206995623
NP_001262885	NP_001262255	-0.996147941358457
NP_572356	NP_001262255	0.9956811522670641
NP_726482	NP_001262255	-0.9908122183844972
NP_728822	NP_001262255	-0.992574982127458
NP_996288	NP_001262255	-0.9985993095355078
NP_650685	NP_001262255	0.9922142545254744
NP_650705	NP_001262255	0.999619415939577
NP_001286547	NP_001262255	-0.9983489399650921
NP_729910	NP_001262255	0.9948280291974895
NP_570025	NP_001262255	-0.999212190554902
NP_649899	NP_001262255	-0.9953455304842925
NP_788288	NP_001262255	0.9998988374621015
NP_524494	NP_001262255	-0.9930111512784329
NP_001303457	NP_001262255	0.9983304612138926
NP_001286076	NP_001262255	-0.9985710052574425
NP_001262294	NP_001262255	-0.999815310848158
NP_476946	NP_001262255	-0.9930056299428681
Q9GYV5	NP_001262255	0.9978274883258738
NP_001262400	NP_001262255	-0.9971332772159117
NP_609709	NP_001262255	-0.9981321561053726
NP_610501	NP_001262255	-0.9991683360310492
NP_651659	NP_001262255	0.9969210180409377
NP_524905	NP_001262255	0.9951675837290681
NP_730171	NP_001262255	0.9914234582629055
NP_476586	NP_001262255	0.9989715400478104
NP_611363	NP_001262255	-0.9938159436285084
NP_524246	NP_001262255	0.9996950675772183
NP_611600	NP_001262255	-0.9947674756696845
NP_611884	NP_001262255	0.996926569812515
NP_610854	NP_001262255	-0.9980679660134677
NP_001287483	NP_001262255	-0.9989258431294098
NP_727320	NP_001262255	0.9991143120525611
NP_477395	NP_001262255	-0.9988876523700259
NP_609029	NP_001262255	-0.9944200411136526
NP_649470	NP_001262255	0.9991178768310713
NP_572303	NP_001262255	-0.9999682584574813
NP_524653	NP_001262255	0.999708627161794
NP_477370	NP_001262255	-0.9999938789599366
NP_477153	NP_001262255	0.9962087109646894
NP_651314	NP_001262255	-0.9955633192495886
NP_001287182	NP_001262255	-0.9999715927726672
NP_647705	NP_001262255	0.9996714568113652
NP_477291	NP_001262255	-0.9999582210324797
NP_001285928	NP_001262255	0.9997875668688616
NP_523701	NP_001262255	0.9998833007638412
NP_609486	NP_001262255	-0.9930507158821287
NP_477296	NP_001262255	-0.989249057562198
NP_733295	NP_001262255	-0.9974761583548652
NP_001284731	NP_001262255	0.9990027574995443
NP_732773	NP_001262255	0.9930282888289186
NP_610849	NP_001262255	0.9989773401497531
NP_001262653	NP_001262255	-0.9935594559793104
NP_524981	NP_001262255	-0.9951264535409916
NP_476618	NP_001262255	-0.9948654222480615
NP_651753	NP_001262255	-0.9926556616146336
NP_001262771	NP_001262255	-0.9912756555609659
NP_650454	NP_001262255	-0.9927415247238603
NP_001285794	NP_001262255	0.9983393973925229
NP_572286	NP_001262255	0.9991007468601183
NP_730952	NP_001262255	-0.9927567117151412
NP_610610	NP_001262255	-0.9945988251944392
NP_649560	NP_001262255	0.9999651303103753
NP_730060	NP_001262255	0.9987488235252414
NP_524116	NP_001262255	-0.999310758857949
NP_569873	NP_001262255	-0.9943326118315066
NP_725401	NP_001262255	-0.9992858208452304
NP_524726	NP_001262255	0.9957903912191353
NP_001303362	NP_001262255	-0.9960899172634081
NP_609209	NP_001262255	0.9971812234909851
NP_649243	NP_001262255	-0.9920437361017006
NP_609351	NP_001262255	-0.9999050790588837
NP_732316	NP_001262255	0.9913308664428266
NP_525122	NP_001262255	0.9993387026898299
NP_650987	NP_001262255	-0.996898394477108
NP_610503	NP_001262255	-0.9980447176578463
NP_725196	NP_001262255	0.9984246082121426
NP_476985	NP_001262255	-0.9892007654012194
NP_722687	NP_001262255	-0.9999644129270434
NP_651682	NP_001262255	-0.9921845453872201
NP_648167	NP_001262255	0.9998848464553106
NP_723362	NP_001262255	-0.9922480349838391
NP_648757	NP_001262255	-0.9964408668090916
NP_609222	NP_001262255	-0.9988015162561784
NP_611355	NP_001262255	-0.9987500327794678
NP_609805	NP_001262255	0.9976530132154613
NP_477356	NP_001262255	-0.9978310000796963
NP_525073	NP_001262255	-0.9939205559739694
NP_611508	NP_001262255	-0.9925906323750389
NP_608889	NP_001262255	-0.9965342426228704
NP_001285352	NP_001262255	-0.9993426727969186
NP_001262647	NP_001262255	0.9911338232635905
NP_001285902	NP_001262255	0.9973687201456741
NP_477392	NP_001262255	-0.9982866810057609
NP_651971	NP_001262255	-0.9991476984431737
NP_476573	NP_001262255	0.9981492062057897
NP_649209	NP_001262255	-0.9992161952013937
NP_609364	NP_001262255	0.9999874695613317
NP_001285096	NP_001262255	0.9956123431395186
NP_610908	NP_001262255	0.9966968911163528
NP_610057	NP_001262255	-0.9986268410412017
NP_001284769	NP_001262255	0.9961550842544794
NP_001285202	NP_001262255	-0.9941869934096073
NP_608740	NP_001262255	-0.9969097697432251
NP_572738	NP_001262255	-0.9995730109417956
NP_723086	NP_001262255	-0.9977057801246151
NP_730662	NP_001262255	-0.9938804969229613
NP_001285259	NP_001262255	-0.9945026264126696
NP_001285378	NP_001262255	-0.989551279322658
NP_611541	NP_001262255	-0.9956478362238844
NP_611833	NP_001262255	-0.9990430608722913
NP_648848	NP_001262255	0.9925583771280462
NP_732020	NP_001262255	-0.9999765041530595
NP_001369012	NP_001262255	-0.9968613457894233
NP_572604	NP_001262255	-0.9943161575811166
NP_611297	NP_001262255	-0.9988725800033464
NP_524363	NP_001262255	-0.9911215568110849
NP_731983	NP_001262255	-0.9982240633430678
NP_609608	NP_001262255	-0.9962295654731208
NP_649865	NP_001262255	0.9924088401343645
NP_609444	NP_001262255	-0.9961457082161403
NP_572402	NP_001262255	0.9996921584012292
NP_524111	NP_001262255	-0.9950708595039751
NP_649950	NP_001262255	-0.9984405419007283
NP_650780	NP_001262255	-0.9999964417245578
NP_725535	NP_001262255	0.9995369743125442
NP_572384	NP_001262255	-0.9970144075837464
NP_649139	NP_001262255	-0.9936601508389111
NP_524318	NP_001262255	-0.9950602951717876
NP_569870	NP_001262255	-0.9937287840843481
NP_001285446	NP_001262255	-0.999997745495944
NP_511094	NP_001262255	-0.9903689098622472
NP_647809	NP_001262255	0.9954817100815018
NP_001286941	NP_001262255	-0.9972345346036433
NP_570020	NP_001262255	-0.9959370799485888
NP_726372	NP_001262255	-0.9992556180635702
NP_523440	NP_001262255	-0.9983115337295525
NP_609936	NP_001262255	-0.992095765931095
NP_001285193	NP_001262255	-0.9999965470485056
NP_611074	NP_001262255	-0.9983656926929904
NP_611606	NP_001262255	-0.9972428057465569
NP_525111	NP_001262255	-0.9980610136899035
NP_608575	NP_001262255	-0.9947946786081548
NP_609037	NP_001262255	-0.9952917494061403
NP_609787	NP_001262255	0.9977647381701854
NP_610605	NP_001262255	-0.9949357976933123
NP_609404	NP_001262255	0.999958609339586
NP_651237	NP_001262255	-0.9999370967351026
NP_732486	NP_001262255	-0.9953758658458222
NP_572448	NP_001262255	-0.999534208453534
NP_001285124	NP_001262255	-0.9982597575927746
NP_523444	NP_001262255	-0.9992397198468286
NP_001263093	NP_001262255	0.9965286138717228
NP_524306	NP_001262255	-0.9941896411175136
NP_524812	NP_001262255	-0.9961899751536832
NP_649768	NP_001262255	0.997900455231179
NP_524834	NP_001262255	0.9924867561605458
NP_610229	NP_001262255	0.9937805153749264
NP_001287520	NP_001262255	0.9908043319369274
NP_649517	NP_001262255	0.994537557599316
NP_001285813	NP_001262255	-0.9953225893372598
NP_610676	NP_001262255	-0.9999907146844027
NP_001285316	NP_001262255	-0.9998430113995842
NP_652072	NP_001262255	-0.9976281240998346
NP_572573	NP_001262255	0.9992696845673765
NP_476954	NP_001262255	-0.9998749373995555
NP_611933	NP_001262255	0.9932180566160268
NP_649160	NP_001262255	-0.9937479336673192
NP_476816	NP_001262255	-0.9990391715112241
NP_477224	NP_001262255	-0.9949631035127622
NP_523671	NP_001262255	-0.998921229866025
NP_573098	NP_001262255	-0.9995529701645989
NP_610677	NP_001262255	0.9982542181253213
NP_648642	NP_001262255	0.9950330031251202
NP_659573	NP_651781	0.9993231672448861
NP_651887	NP_651781	-0.9987992954058875
O77438	NP_651781	-0.9995981165413446
NP_651885	NP_651781	-0.9996846860773716
NP_724095	NP_651781	0.9999806977372494
NP_788518	NP_651781	0.9967046815455527
NP_730427	NP_651781	0.99844715586822
NP_724277	NP_651781	-0.9995861415746172
NP_652607	NP_651781	-0.9993873835415749
NP_732623	NP_651781	-0.9916142681144476
NP_728686	NP_651781	-0.9928459929913686
NP_732263	NP_651781	-0.9989542284463049
NP_730941	NP_651781	0.9960631319080532
NP_788284	NP_651781	-0.9976547208596305
NP_996171	NP_651781	-0.9992996440312056
NP_731872	NP_651781	0.9984290122159961
NP_788548	NP_651781	-0.9952414069621027
NP_788728	NP_651781	0.9999905710100481
NP_727668	NP_651781	-0.9915374744502213
NP_729798	NP_651781	0.994344583412261
NP_725175	NP_651781	-0.9941656973705891
NP_723484	NP_651781	-0.9900783298155467
NP_726111	NP_651781	0.998247874528629
QGU34111	NP_651781	0.9996868096710566
NP_724783	NP_651781	0.9998521584155642
NP_523702	NP_001245852	-0.9999874240640507
NP_610475	NP_001245852	0.9936036869884844
NP_001246537	NP_001245852	0.9928510383445021
NP_001286743	NP_001245852	0.9921596335726782
NP_733074	NP_001245852	-0.9996649939285512
NP_001262722	NP_001245852	-0.9959532065506717
NP_651136	NP_001245852	-0.9959497421139364
NP_001261465	NP_001245852	0.9929799650448653
NP_477310	NP_001245852	-0.9944039929408316
NP_524907	NP_001245852	-0.9970415850301603
NP_609655	NP_001245852	-0.9993732432141555
NP_726071	NP_001245852	0.9998905485764358
NP_477394	NP_001245852	-0.9998517366635935
NP_648990	NP_001245852	0.9988279940058857
NP_609635	NP_001245852	-0.9978333359332949
NP_650751	NP_001245852	0.9949952521344342
NP_788357	NP_001245852	-0.9943332387553672
NP_001262717	NP_001245852	-0.9917674834081621
NP_001284851	NP_001245852	0.9995634345456066
NP_001246957	NP_001245852	-0.9944185207075628
NP_001286846	NP_001245852	0.9945178028736129
NP_523898	NP_001245852	0.9944683797567054
NP_001246745	NP_001245852	-0.9986440704780478
NP_572354	NP_001245852	-0.9894390041797626
NP_648783	NP_001245852	-0.993509108063523
NP_477040	NP_001245852	-0.9994650784618558
NP_001303316	NP_001245852	-0.9967403977343213
NP_511147	NP_001245852	-0.9960767800506656
NP_001284829	NP_001245852	0.9971512544796834
NP_723538	NP_001245852	-0.99973249263098
NP_648222	NP_001245852	0.9980987242487589
NP_731967	NP_001245852	0.9956434013848376
NP_648586	NP_001245852	-0.9920853380165642
NP_610111	NP_001245852	-0.9999448883433104
NP_648588	NP_001245852	-0.9989710608429799
NP_610333	NP_001245852	0.9981953548053767
NP_001286906	NP_001245852	0.9922595215683448
NP_477123	NP_001245852	-0.9946621198388672
NP_001260059	NP_001245852	-0.9928733200085343
NP_651218	NP_001245852	0.9995331410107785
NP_609371	NP_001245852	0.9974912274802383
NP_001261468	NP_001245852	-0.9926827953794976
NP_524151	NP_001245852	-0.9999786163638437
NP_001287347	NP_001245852	0.9985971035567389
NP_001259534	NP_001245852	0.9930336821321786
NP_001261601	NP_001245852	-0.9971851898530091
NP_523613	NP_001245852	-0.9909332101315648
NP_570080	NP_001245852	0.9945074190908657
NP_001284965	NP_001245852	-0.9988402627364409
NP_001246351	NP_001245852	-0.9951696582021332
NP_723044	NP_001245852	0.9909113517818403
NP_608835	NP_001245852	0.9960596130622884
NP_649219	NP_001245852	0.9999447276264402
NP_523488	NP_001245852	0.9992879178821502
NP_477041	NP_001245852	-0.9975165225400482
NP_649197	NP_001245852	-0.9899419095921214
NP_001260984	NP_001245852	0.9989416497525861
NP_001246921	NP_001245852	0.999985206306642
NP_728054	NP_001245852	0.9991361614497685
NP_001285293	NP_001245852	-0.9913258849169749
NP_001247279	NP_001245852	0.9966765106434833
NP_651511	NP_001245852	-0.9946630741111329
NP_001259489	NP_001245852	0.9917063844088463
NP_001246045	NP_001245852	0.9940644880631159
NP_648343	NP_001245852	0.9939891460289121
NP_612046	NP_001245852	-0.99151633979758
NP_649057	NP_001245852	0.9996372092545385
NP_650326	NP_001245852	-0.9998055594459974
NP_001262010	NP_001245852	-0.9970275663166355
NP_001261668	NP_001245852	0.9980012589989443
NP_610451	NP_001245852	-0.9999658647609792
NP_573251	NP_001245852	0.9984173100865377
NP_477136	NP_001245852	0.9980548640902616
NP_001246525	NP_001245852	0.99997559616321
NP_650205	NP_001245852	0.997198973748261
NP_001245905	NP_001245852	0.9909634160573975
NP_001303376	NP_001245852	-0.9999999934615793
NP_524715	NP_001245852	-0.9992776902210349
NP_001259344	NP_001245852	-0.998661628388195
NP_609492	NP_001245852	-0.99850508751976
NP_727796	NP_001245852	0.9982348512555396
NP_648230	NP_001245852	-0.9893840310737516
NP_572169	NP_001245852	0.9937446316342726
NP_524867	NP_001245852	0.9986659892782932
NP_001303555	NP_001245852	-0.997290656877201
NP_647765	NP_001245852	-0.9913514141741374
NP_001261344	NP_001245852	0.996201558103276
NP_611636	NP_001245852	0.9988899795264113
NP_648929	NP_001245852	-0.9999946962488641
NP_610538	NP_001245852	-0.998726663035415
NP_511119	NP_001245852	-0.9999384841676014
NP_001262068	NP_001245852	-0.9999668309727622
NP_648439	NP_001245852	0.9981848568942313
NP_001263082	NP_001245852	-0.9893763582537239
NP_651335	NP_001245852	0.9932572614184032
NP_648786	NP_001245852	-0.9967018958120947
NP_731826	NP_001245852	-0.9957656457103691
NP_651621	NP_001245852	0.9940360615207958
NP_001261593	NP_001245852	0.9990321241503218
NP_001286342	NP_001245852	-0.9888604255105732
NP_001286566	NP_001245852	-0.988947680473256
NP_572311	NP_001245852	-0.9946219388810595
NP_572337	NP_001245852	-0.9901446498781733
NP_610460	NP_001245852	-0.9909588277601982
NP_001262358	NP_001245852	0.9935389599282254
NP_609590	NP_001245852	-0.9999199350217947
