	NP_001163784	NP_609202
NP_524836	0.9539019077732653	0.8438117419582749
NP_001137769	0.7862780017809037	0.9193377862390124
NP_001286545	-0.9448162567659222	-0.8279268087356456
NP_001246231	0.9976603995541565	0.9813921106564004
NP_001097437	-0.48680869718753234	-0.24430241192827482
NP_651582	-0.9877280060941744	-0.9945128267350486
NP_648918	0.7885200721874644	0.6026091682691631
NP_651781	-0.4935596960550411	-0.7017210671466585
NP_649470	-0.9993175381015295	-0.9557553636600501
NP_476667	-0.9939222976929559	-0.9885722227940946
NP_650501	0.9638476906615052	0.8621267088036498
NP_609397	0.8665403267286166	0.9661490143985336
NP_001287214	-0.9585529986502392	-0.8522372550430735
NP_609058	0.9123181151558771	0.9871867755035644
NP_523400	0.6516554013855169	0.43328316774267417
NP_477153	-0.9999667682493973	-0.9680456386578508
NP_477159	0.7939287998328771	0.6096439907542139
NP_001287182	0.9962620233171079	0.9400147116980001
ACV44467	-0.7018296811279668	-0.8621992067686355
NP_001246899	0.4194231113269048	0.17034265308372015
NP_001286919	-0.83606448321446	-0.9495200881731333
NP_001245928	-0.30789119044074015	-0.051320850760345295
NP_001096993	-0.9511363187079244	-0.8389021761167853
NP_523398	-0.905571907154588	-0.7650337041642512
NP_001284754	-0.53189799112409	-0.29476347969690986
NP_725591	-0.9975177339388958	-0.9817848159530258
NP_001259146	0.99777221611	0.9465612834352051
NP_001033891	-0.9946255265507329	-0.9875583020763262
NP_001285059	-0.8854003273955979	-0.7350376409504653
NP_477314	-0.8816909296885449	-0.9737279352501427
NP_001247301	0.953152066094858	0.8424736256551799
NP_001260689	-0.19854040450126503	0.061724631411157714
NP_001284961	-0.8047331245571356	-0.6237985756717429
NP_001262966	0.2517304531831736	0.4934920637080669
NP_477203	0.7488457419075656	0.5519378868669732
NP_001285737	-0.42543485478923854	-0.1768745215262961
NP_001262556	0.6052702195704324	0.37877558118640575
NP_001189124	0.9878190761967843	0.913953758128302
NP_001260732	-0.302012637611133	-0.04515546749238639
NP_001285794	-0.9906859611509344	-0.9217514503477913
NP_001284995	0.9665383526397737	0.9999975576731482
NP_001246139	-0.9543609669402884	-0.8446335946858685
NP_523813	0.5131139136503754	0.2736409536978273
NP_523774	-0.9729087895978212	-0.9995986633885902
NP_001286260	0.9626547657629514	0.9999216136237651
NP_524002	-0.9525243540038635	-0.8413574992976828
NP_608387	-0.9093642680634274	-0.7708159396942345
NP_001262025	-0.47886740296422436	-0.6896433764333031
NP_001285145	0.36462015827458183	0.11136103534778671
NP_610610	0.9996868111348117	0.9721395742544808
NP_725114	0.9029135250928568	0.9833633477292852
NP_001303417	0.8973878913927453	0.7527181506068461
NP_001036440	-0.9811714560271421	-0.9977380770065294
NP_524819	0.9902936089324369	0.9925441293939129
NP_001260537	0.8315188822930137	0.6595380622038103
NP_001286614	0.940118695986076	0.8199628011245327
NP_649560	-0.9975087165582059	-0.9453159705561957
6XU6_CM	-0.22459049081639534	-0.46899728743409774
NP_001286770	0.753311213630506	0.5575654075270103
ACJ13227	-0.6638528872092397	-0.8347019057611893
NP_651782	0.9969440199571631	0.9832232154478433
NP_001163336	-0.7326383803899008	-0.8837531054651234
NP_001247264	0.9799781342497255	0.8951284680222354
NP_001284750	0.4167839617799294	0.6377216891678341
NP_001259991	0.8768239843732695	0.7226192346090463
NP_001261501	-0.5240755251361628	-0.7265321956028435
AAL39439	0.8294330253740205	0.6567188451111541
AAY85097	0.9942166862424395	0.9326046098212988
NP_647950	-0.15766333386625345	0.10312474002395049
NP_001104459	0.91800071583511	0.7841821381076415
CAA61806	0.996070163582115	0.9392642411667248
NP_732312	0.9198520109416014	0.7870860626057296
NP_524726	-0.9854590454929156	-0.9079735979006484
NP_524421	0.9504200374243097	0.837641799403334
NP_001104426	0.9295741349144835	0.9932901765323221
NP_001262233	-0.987019692913038	-0.9949707081684056
NP_001303431	-0.9761602656255259	-0.8867986906021404
NP_729654	0.9109782118162336	0.7732922307981673
NP_001284785	0.6020512793054231	0.3750357458435023
ACT88135	-0.9026718545604597	-0.9832611190553386
NP_511073	-0.8389995578741802	-0.9511915557658283
NP_001284805	0.09232008440020203	-0.16837471982290125
NP_610503	0.999865386939805	0.961595072851607
NP_476985	0.9745593630617121	0.8834213506258546
NP_001034051	0.6250148845042915	0.4018335183885563
NP_001188689	-0.9906093154053887	-0.9922623964761614
NP_609222	0.9995503554931702	0.9577789104918562
NP_001262202	0.25816631592103556	-0.0005086524679183326
CAA48872	0.9386633852117359	0.8175255978078003
NP_001033885	0.7672652966080235	0.5752696304581019
NP_001247362	-0.6185557608503569	-0.8007436474803443
NP_001259397	0.8923524071047159	0.7452424169398512
NP_001245533	-0.11821918752971736	0.14264778534664374
NP_477136	0.0016545637731666969	-0.2570590804828001
NP_724333	0.9301067104244797	0.9934565218602671
NP_001259956	0.6733058448527621	0.4591503990118826
NP_648409	0.9566615731710444	0.848783817112996
ABG02165	0.9592465609447154	0.853513476177839
NP_001245895	0.9650710906691162	0.9999940508673293
NP_648910	0.8664710023557959	0.7078551594262361
NP_001262647	-0.9775668899996995	-0.8898195279045235
NP_001259822	0.35400149306527595	0.10004620850207359
NP_001261698	0.6326717481100239	0.8114510354188038
NP_001287055	-0.2454637473518686	-0.48785464117780586
NP_001036353	0.876662927951931	0.7223877194477953
NP_610294	0.6146855839468867	0.7977892521021932
NP_477135	0.9954620231509113	0.9861992785703318
NP_730672	0.961851771756233	0.9998803185439615
AAN71367	-0.9703621709219916	-0.8748338330018518
NP_001097399	0.8689348980123329	0.7113476940170335
NP_609183	-0.6971035725467033	-0.4879305544445995
NP_650498	-0.937855772150035	-0.9957004058729332
NP_001247382	0.9541693621920114	0.8442903180064629
NP_477101	0.9680109709926504	0.8701693835012637
NP_732610	0.8770664334848229	0.9714701887074766
NP_611539	0.35095683187116533	0.09680853601772048
NP_001246062	0.9427079703047913	0.9969198571985453
NP_001285895	-0.3163860478797277	-0.5509897104355578
NP_649940	-0.9379675444722362	-0.9957302027623064
NP_001189044	0.9967630440535139	0.9420473364593167
NP_001286731	0.996772632896643	0.9836156467729107
NP_610057	0.9996477904121291	0.9587644202721206
NP_001027048	0.9990110448250961	0.9535131250330195
NP_001285259	0.9831458716869952	0.9023999432803069
ACH92188	-0.18983636740262272	-0.4373302488031853
NP_001285378	0.9750969319000338	0.8845485807847091
NP_001303388	0.6796978897833544	0.46684372795645024
6XU6_CX	-0.8867756195946912	-0.976149429655709
NP_001262426	-0.9681249539026923	-0.9999641381272789
NP_648848	-0.9798622896775542	-0.8948693043741036
NP_001260414	0.9998467879179452	0.9612934250662132
NP_572998	0.9083024035790754	0.7691918291890403
NP_001284943	0.9182439497379884	0.7845628514905154
NP_523419	0.9888636839895439	0.9937062094695848
NP_001285613	0.9536688031098305	0.843395188928482
NP_650954	-0.1958580070619403	0.06445530624855993
AAL68340	0.8714040460730537	0.7148606691611087
NP_650643	-0.9516239592440787	-0.8397628073985869
NP_001287481	-0.7035907027291288	-0.8634504088428778
CAA58023	-0.9836522711504304	-0.9967562947067403
ACT82949	0.9320679555578916	0.8066413830954424
NP_001261871	0.8690575199194547	0.9674434831239269
NP_001286628	0.12333379653042525	-0.1375462733713884
AAM52624	0.9751039062945953	0.8845632499789972
AAL68349	-0.02205630429015417	0.2372890610782323
NP_609444	0.9861244632514542	0.9096265492804613
NP_001245404	-0.765001544665109	-0.5723849016658089
NP_609040	-0.6407583047728475	-0.4203701436599317
NP_001188916	0.3913379879510569	0.6160493533849134
NP_001162693	0.9652435873387691	0.8647947475493719
NP_649139	0.9994318466309856	0.9741381199152102
NP_001285446	0.9967151054197297	0.9418478625085467
NP_001033899	0.9414875921789633	0.8222679060681126
NP_001261955	0.9676767190535279	0.8695138631841591
NP_651578	0.903821803603771	0.9837458505378722
NP_001259970	0.3197803587194048	0.06382191181808024
AAD46853	0.9995342407541582	0.9576256200219699
AAG17032	-0.9853318836781573	-0.9076604251595753
NP_001261687	0.990735060160732	0.9218914005348253
NP_001261994	-0.9883583754064093	-0.9153704451438157
AFH89824	0.4662926164704813	0.22160773983404886
NP_611228	-0.9584262042424909	-0.8520045267503076
NP_001262821	0.9291430888918407	0.8018924569563891
NP_648273	0.6311202335325484	0.4090057130594263
NP_524358	0.957397916962098	0.8501236714060525
CAA70286	0.6979674480396426	0.4889825500288849
NP_725564	0.2184265579949445	-0.04141869159636975
NP_523836	0.7932260634007433	0.9237355445114344
NP_001286363	-0.9960247860013565	-0.985169438611865
NP_524043	0.9542480557802019	0.8444312614605837
NP_001261630	-0.9007224764361372	-0.75771042214669
NP_001036387	-0.8482804145540784	-0.9563841042865548
ACX30017	0.6559125829787681	0.43834689254701276
NP_651876	-0.9162133842119322	-0.9886754997918965
AHZ64223	0.901192276999159	0.7584165518003603
NP_001163480	0.9997249861728957	0.9596375954703551
NP_524011	0.8518849883038935	0.6874280197594027
NP_611693	-0.9392186681554551	-0.8184539262939674
6XU6_CC	-0.9497077849653592	-0.9983837583995542
NP_001259663	-0.9936618210969094	-0.9889224766819005
NP_001259876	0.900480671916251	0.757347251745257
NP_649539	-0.27407933306199106	-0.5135050871275679
NP_609037	0.9845467255836434	0.9057449868791652
NP_650774	0.8532379472249582	0.6893058167236751
NP_001261742	0.9656198114857011	0.8655186037067706
NP_611604	-0.9370921798789016	-0.8149092935161282
NP_001163296	0.9543600416167175	0.8446319360328435
NP_001247111	0.28569804374858115	0.028098707771357777
NP_001245509	0.9894631481599685	0.9183410355447121
NP_001285018	0.847611869947498	0.6815187300507891
NP_001285657	0.8633044903771838	0.7033851660347293
NP_523582	0.9146587879372429	0.9880884468342283
NP_001286300	-0.9612351195346504	-0.8572036806307748
NP_611983	-0.8131516962588522	-0.6349271887024123
NP_001097094	-0.7057857391472274	-0.4985275088703232
NP_001286891	0.4845728215525541	0.24182129105755923
AAN71576	0.8307101141043803	0.9464363449694202
NP_477034	-0.9734138831885681	-0.8810412837503669
NP_647727	-0.9960942059754029	-0.9850348282811989
