gene	bait	correlation
NP_524905	NP_477153	0.9999367871464031
NP_609060	NP_477153	-0.9917056026588289
NP_611363	NP_477153	-0.999708067805544
NP_524651	NP_477153	-0.996390857324347
NP_524246	NP_477153	0.9937567079266239
NP_523791	NP_477153	0.9943125967915536
NP_611884	NP_477153	0.9999622984324708
NP_610854	NP_477153	-0.9888788371990045
NP_727320	NP_477153	0.991665752874769
NP_610120	NP_477153	-0.9973247071148897
NP_477395	NP_477153	-0.9909984367684915
NP_649470	NP_477153	0.9989831892755203
NP_572303	NP_477153	-0.9968702313980708
NP_524653	NP_477153	0.9980183703629852
NP_477370	NP_477153	-0.9965069982140858
NP_651314	NP_477153	-0.9999745969914566
NP_647705	NP_477153	0.993651582227182
NP_477291	NP_477153	-0.996962307536357
NP_648621	NP_477153	0.9913025339746946
NP_523701	NP_477153	0.9947634303811576
NP_651390	NP_477153	-0.9916476947934575
NP_732773	NP_477153	0.9995181288690179
NP_610849	NP_477153	0.9912565478253533
NP_725591	NP_477153	0.9980586449420998
NP_651753	NP_477153	-0.9994164121420229
NP_523935	NP_477153	-0.9944480560546862
NP_610239	NP_477153	-0.9912196686133526
NP_572286	NP_477153	0.9990014092368353
NP_573175	NP_477153	-0.9954025022389681
NP_610610	NP_477153	-0.9998576095121074
NP_524819	NP_477153	-0.9913938185975089
NP_649560	NP_477153	0.9969004668764264
NP_730060	NP_477153	0.9993127344179366
NP_651782	NP_477153	-0.9975477530312244
NP_524116	NP_477153	-0.9987514853733601
NP_725401	NP_477153	-0.9922099537840424
NP_609209	NP_477153	0.9999279498974514
NP_609351	NP_477153	-0.9949155282125814
NP_525122	NP_477153	0.9987132033712661
NP_652001	NP_477153	-0.997172139913463
NP_610503	NP_477153	-0.999698397900853
NP_725196	NP_477153	0.9995205817583714
NP_650776	NP_477153	-0.9963957311852963
NP_722687	NP_477153	-0.9969071872050447
NP_651682	NP_477153	-0.9992780994263372
NP_648167	NP_477153	0.9974141874421555
NP_723362	NP_477153	-0.999297338992355
NP_648757	NP_477153	-0.9999963261306668
NP_609222	NP_477153	-0.9992726893734566
NP_611355	NP_477153	-0.9906151279120623
NP_725476	NP_477153	0.9976837995463753
NP_477392	NP_477153	-0.9995922000092895
NP_651971	NP_477153	-0.9989506415316187
NP_649209	NP_477153	-0.9988716170446771
NP_609364	NP_477153	0.9957607229823134
NP_610057	NP_477153	-0.9993982161610133
NP_611503	NP_477153	0.9948529485966717
NP_608740	NP_477153	-0.9999641350939507
NP_572738	NP_477153	-0.998325328340449
NP_723086	NP_477153	-0.9998127064511748
NP_730662	NP_477153	-0.9997219810680019
NP_651703	NP_477153	-0.9969836200785849
NP_611833	NP_477153	-0.9990603559795028
NP_732020	NP_477153	-0.995588949808664
NP_611297	NP_477153	-0.9909557385014897
NP_731983	NP_477153	-0.9892570916687475
NP_523419	NP_477153	-0.9900441029971285
NP_524396	NP_477153	-0.9969465837591962
NP_572402	NP_477153	0.993743588209106
NP_524111	NP_477153	-0.9999252857528426
NP_649950	NP_477153	-0.9995117267090241
NP_650780	NP_477153	-0.9964372424914026
NP_725535	NP_477153	0.9983945001164586
NP_649139	NP_477153	-0.999673406786405
NP_524318	NP_477153	-0.9999239785555701
NP_569870	NP_477153	-0.9996888628180185
NP_511094	NP_477153	-0.9986589722627174
NP_647809	NP_477153	0.9999680703614784
NP_610929	NP_477153	0.9906704208733275
NP_726372	NP_477153	-0.9988232017635996
NP_523440	NP_477153	-0.9995799360467156
NP_609936	NP_477153	-0.9992508939606046
NP_611074	NP_477153	-0.9995522522779332
S58064	NP_477153	0.9906068119960543
NP_525111	NP_477153	-0.9888622042857956
NP_610273	NP_477153	0.9964254325474116
NP_609787	NP_477153	0.9997953582876896
NP_649588	NP_477153	-0.996215367741639
NP_609404	NP_477153	0.9969589903197642
NP_647727	NP_477153	0.9967809393954441
NP_651237	NP_477153	-0.9971218020763202
NP_732486	NP_477153	-0.9999586000290633
NP_572448	NP_477153	-0.993089733567944
NP_523444	NP_477153	-0.9920596269064257
NP_524812	NP_477153	-0.9999999768658749
NP_649768	NP_477153	0.9997515033168598
NP_610229	NP_477153	0.999700319099322
NP_648992	NP_477153	0.9935943504972914
NP_610676	NP_477153	-0.9965743550727655
NP_652072	NP_477153	-0.9998340747812201
NP_572573	NP_477153	0.9988053659368582
NP_649160	NP_477153	-0.9996931231585227
NP_610169	NP_477153	0.9923651696709063
NP_477224	NP_477153	-0.9999114907467619
NP_523671	NP_477153	-0.999173820092919
NP_573098	NP_477153	-0.9983643207301585
NP_610677	NP_477153	0.9996078161805124
NP_723568	NP_477153	0.9954484287017689
NP_573334	NP_477153	-0.9919600788119798
ABY21735	AAM29197	0.9991082791574335
NP_524485	AAM29197	0.9970332670392313
NP_001261537	AAM29197	-0.9980602442521922
NP_001261404	AAM29197	-0.998910944757914
NP_001188681	AAM29197	0.9972388149738436
NP_001246537	AAM29197	-0.9925319502886981
NP_649889	AAM29197	0.997844371879406
NP_001303424	AAM29197	0.9969123527276443
NP_001286743	AAM29197	-0.9932064156666401
NP_001036408	AAM29197	0.9993332426253859
NP_001034071	AAM29197	0.9996860802437709
NP_477310	AAM29197	0.9907536207864696
NP_611162	AAM29197	0.9973632338950924
NP_609186	AAM29197	0.9918718669758887
NP_730100	AAM29197	0.9997619965028129
NP_650693	AAM29197	-0.9991583445605406
NP_001303342	AAM29197	0.998419826783082
NP_609503	AAM29197	-0.9976660632725173
NP_570062	AAM29197	-0.9986517375713727
NP_001162767	AAM29197	0.9999838145867584
NP_001097361	AAM29197	0.9953904891767736
NP_001286348	AAM29197	-0.9997298741894435
AED98569	AAM29197	0.998864631867594
AAO42634	AAM29197	0.9995780146682112
NP_001286489	AAM29197	-0.9981172509265279
NP_650751	AAM29197	-0.9899567753647068
NP_572297	AAM29197	-0.9988187610362905
AAM49937	AAM29197	-0.9937564626470344
NP_001262564	AAM29197	-0.9993948047114877
ADF28802	AAM29197	0.9994824712899073
ACY79583	AAM29197	-0.990307389000448
NP_001262717	AAM29197	0.9935623367928991
NP_001246957	AAM29197	0.9907349420597266
NP_001189058	AAM29197	0.9999997107260576
NP_001261847	AAM29197	0.9981959139874852
NP_001260299	AAM29197	0.992967021811541
NP_572947	AAM29197	0.9978356677178939
NP_001162682	AAM29197	0.9999927971497097
AKD43121	AAM29197	-0.9974624106934739
NP_572354	AAM29197	0.995350134810885
NP_523734	AAM29197	-0.9984370620963522
