	NP_001286321	NP_001259822	AAN71367
NP_524358	-0.9704598973495915	0.6089927561818852	-0.998805972953273
CAA70286	-0.7323948583307102	0.9168379380786005	-0.8503376543464868
NP_725564	-0.2662293921985903	0.9899851920222538	-0.44777295865745803
NP_523836	-0.7622690214229257	-0.28869288089441025	-0.6225660980861873
NP_001286363	0.9904280545979137	-0.2692859080554133	0.9449789664171939
NP_524043	-0.967818462223978	0.6174585374908946	-0.9982250318641429
NP_001261630	0.921026264673754	-0.7251227959922423	0.9790008488404092
NP_001036387	0.8211665921195793	0.19496385156654453	0.6951713433693334
ACX30017	-0.6922976665091708	0.93815132396179	-0.8188830437160395
NP_651876	0.8953642372475885	0.05040300763389929	0.7922298001600108
AHZ64223	-0.9214474450932538	0.7243767882093489	-0.979220994325184
NP_001163480	-0.9996665761641962	0.37583661716175043	-0.9757623785510808
NP_524011	-0.8766484130617207	0.7913833234319823	-0.9531988034468718
NP_611693	0.9549895871401352	-0.6535726270796175	0.9943472285864217
6XU6_CC	0.9331306182806022	-0.04333769367378532	0.845889177509869
NP_001259663	0.9869185730077846	-0.24662615675209434	0.9370471853736173
NP_001259876	-0.920809432995872	0.7255057805971102	-0.9788872869010614
NP_649539	0.22637546497618094	0.8024071131499729	0.03355465554160141
NP_609037	-0.9919776572811442	0.5123130415289517	-0.9976860686338853
NP_650774	-0.8778910142407085	0.7897981043493955	-0.953978308990148
NP_001261742	-0.9772525334174684	0.5849556295564876	-0.9998212519149446
NP_611604	0.953149525035418	-0.6582091809932968	0.993676299393168
NP_001163296	-0.9679126969747271	0.6171637235967457	-0.9982472792833571
NP_001247111	-0.3325555542724964	0.997401095456544	-0.5088135529978042
NP_001245509	-0.9953937835821396	0.48568080096758326	-0.9951256482378069
NP_001285018	-0.872719758093961	0.7963124386956395	-0.9507168107575302
NP_001285657	-0.8871159226681024	0.7776136539196746	-0.9596774153474393
NP_523582	-0.8936373491612943	-0.054260454418824315	-0.7898667621392109
NP_001286300	0.9736500317430655	-0.5981537524515788	0.9993778032427587
NP_611983	0.8408349723036392	-0.8322178839965432	0.9297075197274655
NP_001097094	0.7398241738877419	-0.9124003799066595	0.8560624856507524
NP_001286891	-0.5270725435557194	0.9896458061663189	-0.681599283813786
AAN71576	-0.8022798916224947	-0.22658307693404856	-0.6715589326749745
NP_477034	0.9835148387060269	-0.558810884324786	0.9999159389610368
NP_647727	0.9905357948479002	-0.2700396660342405	0.9452347404972133
AAY27479	-0.3269870048636814	0.9969587647107623	-0.5037268336137436
NP_001285058	-0.9743428905911672	0.5957001801694263	-0.9994809936385097
NP_001285268	0.947139162822054	-0.6726038086470751	0.9913263765358751
NP_610398	0.46373254182869383	0.6268232135127885	0.28346895862223925
NP_610460	0.12281102143782285	-0.9588133877830401	0.3125875071714261
NP_001262598	0.24537399676334118	0.7905872009450208	0.05308652526196946
NP_732486	-0.9977877400440235	0.3378147540858391	-0.9660489356308769
AEC46900	-0.4973491230493483	-0.5964992370850226	-0.32001614517123644
CAL26784	-0.9938925378360767	0.49835558120858175	-0.9964558862829151
NP_477134	0.40160784394961324	0.6790009880915296	0.21674390604683175
NP_001285124	-0.9960705162600971	0.47925299579177927	-0.9943751798656377
CAQ53523	-0.9487573423314205	0.6688344576209061	-0.9919814620948912
NP_523444	-0.9976429694641323	0.46159825424970835	-0.9920572256324663
NP_649439	0.9613547960118074	-0.6365666777408677	0.9964639360510401
NP_001286407	0.9355709084408246	-0.6976037485329408	0.986232109311231
NP_001260796	0.923112973597535	-0.0164254098691912	0.8312235640781879
NP_724906	0.7854572980661452	-0.8812428282971055	0.8904024728759599
NP_523478	0.9819925527197682	-0.5656204080206674	0.9999888035158396
NP_524834	0.9884194243293257	-0.5341133829001834	0.9990987589065156
NP_610676	-0.9996782923812451	0.42276102212861794	-0.9856814349526272
NP_524103	-0.9590934843910239	0.6427919945157526	-0.9957507554529058
NP_609202	-0.9520556751099822	0.10004620850207359	-0.8748338330018518
NP_649252	-0.4426619100664925	-0.6450645032578494	-0.26072310022279704
NP_001285316	-0.9988770523559134	0.4426204233049129	-0.9891564714590324
NP_477210	-0.41810056293074116	0.9997953842328142	-0.586027318940069
NP_572573	0.9999634930163734	-0.39179216582955734	0.9793977951368183
NP_569851	0.17214354918368918	-0.9717835551112519	0.3595627513286741
NP_524776	-0.9835185179886838	0.558794009668098	-0.9999156749228604
NP_001261786	0.8231480492357793	0.19154870179974273	0.6976692580032956
NP_573098	-0.9999999744021574	0.3994320648101789	-0.9810437479350612
NP_001262379	0.7954781535963267	0.2375827359385483	0.6631371294731363
