	cv-c	loco	luna	CG6191	larp	Skeletor	puc	bol
sas	0.8463349530744243	0.6392073797420765	0.9232936337431529	0.24433686641386965	-0.4343460536039337	0.6863294441182587	-0.8545367214522461	0.2849084580396743
robo2	-0.6083475782244863	-0.8246460735948004	-0.46751215726181483	0.9430601385080537	0.9369266802894639	0.6609764307588094	-0.4384659313777085	0.9282344987153843
mam	-0.9327137256327445	-0.9985782524417899	-0.8595373307521978	0.6317619758111601	0.981848233214256	0.17334970762564236	0.09385993195510126	0.5985973913423737
nkd	0.8411356217706651	0.6317279948051693	0.9195297089987414	0.25371848983034656	-0.4256004304908621	0.6933422814162512	-0.859527806696817	0.29418031009460555
pk	0.15919793348646893	-0.15509253031004633	0.32156401331195733	0.8893968418851266	0.3893042439443142	0.9993937750740266	-0.9544306618231463	0.9078380903632295
pnt	0.9639500374721447	0.8337524741090144	0.9948203151325451	-0.04555077816497043	-0.6755529960312889	0.4475535706652771	-0.6685489769293331	-0.00349138339400638
Ppn	-0.8976202176698287	-0.7164783933792824	-0.9585426255463542	-0.14108955367189235	0.52659141779627	-0.606106421380633	0.7952284888670175	-0.18260666603328213
pum	-0.7670236019177341	-0.9282903778900672	-0.6493175314459493	0.8476292802942331	0.9906502730361337	0.4810980688738008	-0.2315577795961058	0.8245610796005288
pwn	-0.6471075963935564	-0.8517853450906933	-0.5109433859946471	0.9253303598472006	0.9531665958087369	0.622796259824724	-0.3931762494524418	0.9085628282310277
px	0.6078359044346788	0.33134911074180395	0.7317152203618491	0.5667615723499758	-0.09344157934034815	0.8966588865630643	-0.9819278450076667	0.6009147014813844
raw	-0.2662801560198762	-0.552308655432987	-0.10185226388018807	0.9989713060898361	0.7374493782825574	0.8941657052557253	-0.7435315695234942	0.9999945972551325
rl	-0.10398618492552496	0.20985316953635905	-0.26834740026850784	-0.9134683252525191	-0.43998304516174186	-0.9959053483604497	0.9363350906758543	-0.9297756228396279
rst	-0.0703468796435428	0.24274477744586437	-0.2356697031835569	-0.9266860457297309	-0.47005162647555915	-0.9922852975007773	0.9239467851688546	-0.9416746096410147
S	0.7895454342050424	0.9410317832218072	0.6761801163850686	-0.8280510555926293	-0.9949064463846078	-0.449341598213442	0.1965127588274037	-0.8037356172670201
Scr	-0.5932857416763686	-0.3141252748290277	-0.7191908327545656	-0.5816598658076891	0.075308773644453	-0.9045666108652384	0.9852091350129263	-0.6153602644458898
Sh	0.023866994866777385	0.33298601775776754	-0.14313996967337234	-0.9579503140286155	-0.551051304498455	-0.976208640501092	0.8838354659001769	-0.9691717365683531
so	0.1345499834248542	0.43546844743477386	-0.0325375477218511	-0.9838553616884341	-0.6401654429644127	-0.9461526304727961	0.8265265025683551	-0.9905123982263851
Btk29A	0.04301590735157224	0.350990294181447	-0.12415223436776812	-0.9632717858475455	-0.5669375902366257	-0.9718752060094823	0.8747108184826613	-0.9737143004678037
vn	-0.6282764587953114	-0.8387236458485158	-0.48977638797859074	0.9343228875572746	0.9454880908117349	0.641736449322549	-0.41553612318376143	0.9185036567337888
yrt	-0.9293359411383902	-0.9980420883046839	-0.8547700862314983	0.6389097161494498	0.9835617190102036	0.18245802121141738	0.08464090212371496	0.605986164590852
Tm2	-0.023689369889867622	-0.33281847690047434	0.1433158130077589	0.957899317825366	0.5509030309235353	0.9762471509991723	-0.8839185680395414	0.9691279445555614
ct	0.5973574469722495	0.31893226358324533	0.7227025839753687	0.5775303033474265	-0.08036094904398561	0.9023945431806798	-0.9843281315395432	0.6113579007572304
T48	-0.9860865957935676	-0.8857880506069857	-0.9999998775469033	0.14734793172979702	0.747329808009376	-0.3538721329880138	0.589093082268257	0.10561390998142205
fwd	-0.9399891108586984	-0.9994687111181662	-0.8699474731428958	0.6155566114022842	0.9777052913456014	0.1528956898860538	0.11447886320682067	0.5818624881185827
mew	-0.8608320139178623	-0.9762681859832156	-0.7639417650697258	0.7504799932410565	0.9996656397668888	0.33272690258513077	-0.07090606256978488	0.7220168186466597
zfh1	-0.9291346153500655	-0.7684824543206462	-0.9777741202263537	-0.0637934596288748	0.5910106222574498	-0.5425175147317771	0.7457495852750295	-0.10571406506031052
zfh2	-0.7974438178380855	-0.5707735638997321	-0.8868809289680831	-0.3267429208444266	0.35535388516330807	-0.7462758845983456	0.8959998394940122	-0.3662077981149272
retn	-0.9705874507190061	-0.9973757788797987	-0.9168655663317322	0.5295172756925781	0.950294164292083	0.048418182820723105	0.21802568703033423	0.4933668499857133
Ac76E	-0.727210431298982	-0.904347527420609	-0.6025932190732538	0.8778915751691512	0.9806986993887054	0.5327501396462568	-0.28941804760596906	0.8569724744130146
bowl	0.03686580278302192	0.34522024461842976	-0.1302572495394509	-0.9616007510661382	-0.5618566146421798	-0.9733062742816646	0.8776772345548978	-0.9722939174946374
Mbs	0.9835047540585454	0.9910733503233929	0.939583058772155	-0.47659510197587845	-0.9294522773551286	0.012816377442653765	-0.27735968623497065	-0.43919498181833594
bt	0.8325647451117201	0.6195132842707196	0.9132634090334562	0.26883221296824084	-0.4113799242889087	0.7045399692709103	-0.8674246450590345	0.3091085751278275
dac	-0.9270524963414368	-0.9976394591327175	-0.8515689188478706	0.6436186580421692	0.9846513443126139	0.1884884282880153	0.07852447189432397	0.6108564719962001
Parp	-0.18919269808139952	-0.4846292078558331	-0.02283535238749977	0.9922531510414818	0.6817077036521513	0.9267833670323479	-0.7941016401758799	0.9966005329316672
hep	0.8793427574388024	0.6881098758435396	0.9464261517178602	0.1804284086566006	-0.4922963058517398	0.6373206588629121	-0.8187580043053719	0.22164113677501918
Cyp18a1	-0.3191035622735409	-0.009184030146098457	-0.47264170614885564	-0.8022882761962976	-0.23281463719003875	-0.9915510962074034	0.9904731604003709	-0.8266870253483861
cora	-0.14679769557576558	-0.44657109536693923	0.020171113170976918	0.9859939705436022	0.6496199319152319	0.9420756459145312	-0.8194999344026307	0.9921366020730712
l(2)01289	0.6383136030362145	0.36785964592278925	0.7577173476394695	0.534230083560396	-0.13216340081534983	0.8787281122321	-0.9738081965656754	0.5693145548959033
Gug	-0.9853526363044885	-0.989616490141725	-0.9431311607322853	0.4673233386969738	0.9255208486800718	-0.023331430939242302	0.28744836624586934	0.42972264355106293
bol	-0.2694472025114674	-0.5550459835574438	-0.10512178484456235	0.9991149712670725	0.7396655538918837	0.8926890911256264	-0.7413294217432863	1.0
Elk	-0.6797503766047158	-0.8738286371093443	-0.5479567191159409	0.9079089446676708	0.9654530707686841	0.588072721698332	-0.3526913794358503	0.8894740873799915
wts	-0.5262221143924244	-0.23629625096406098	-0.66062745403186	-0.645555590259929	-0.005602599102141646	-0.9360899095881887	0.9958420362186774	-0.6771081291562777
PhKgamma	0.7799901248204218	0.9357039890570054	0.6647412721583786	-0.8365963840251728	-0.9932340954851722	-0.46306138280708503	0.21160607485570898	-0.812813171415295
mtd	0.8212264312146732	0.9577736339690776	0.7146016402241452	-0.7968922474149464	-0.9988728010921117	-0.40093668067506844	0.1438105505530507	-0.7707759700419421
nuf	-0.5013712192563083	-0.7451649392082816	-0.3501022447983956	0.9779706840151717	0.884274065530133	0.7518828521311758	-0.5502679810019888	0.968324879200692
MAPk-Ak2	0.9180599381421304	0.995767463856372	0.8391160528408571	-0.6612859109332581	-0.9884525474332473	-0.21133188031712347	-0.05526256959559192	-0.6291479637322878
Tie	-0.09060618893305375	-0.3952407341975125	0.07669658046699485	0.9749803964431034	0.6055723706707332	0.9595404402190842	-0.8506063302334469	0.9834676736849354
bnl	0.9947659789229985	0.9773501270174527	0.9638080365896703	-0.4052499685077317	-0.8972054244364864	0.09221087451108864	-0.35280782965717333	-0.36643730373021965
RtGEF	-0.35937640682989225	-0.6312771484757392	-0.19876437402083866	0.9986113887772958	0.800035189385788	0.8460312745070933	-0.6744861077570157	0.995511679168297
ara	0.9991483877275328	0.9626079426475666	0.9782854065062502	-0.3486845327284972	-0.8685728263244996	0.15282587689814636	-0.409271297210983	-0.3089530471554382
wun	-0.4984229587636845	-0.2047217541143974	-0.6359827344707931	-0.6699366792910741	-0.037966450575981824	-0.9469849841789568	0.9982688157770772	-0.7005719123830892
CaMKI	-0.9972429311032356	-0.924957108063525	-0.9956573904428669	0.23830461565583966	0.8056475230050947	-0.26574294395915377	0.511734669235615	0.19724277632056247
Dyrk2	-0.7894092658029354	-0.9409567034189321	-0.6760166531321743	0.8281754172744366	0.9948840586190786	0.4495397810810226	-0.19673028039786927	0.8038675966007344
mspo	-0.8416843352210078	-0.9677132100409318	-0.7398802922144887	0.7741020555236097	0.9999433208596709	0.36692486544034303	-0.10726622423665452	0.7467886793881903
loco	0.9506105388073915	1.0	0.8855582732967074	-0.5895433671627665	-0.9703419363120632	-0.12060479936401766	-0.14679664092826697	-0.5550459835574438
stumps	0.9851432518110204	0.9897916106932888	0.9427237289960749	-0.46840469237022464	-0.9259835014172282	0.022108219769207488	-0.28627626187791716	-0.4308271187742112
Pdk1	0.29345232870536203	0.5756799388451245	0.1299648947002118	-0.9998545168008375	-0.7562682942293062	-0.8811363499464906	0.7243091167072494	-0.9996870859121292
JIL-1	0.8697459377472497	0.979965175009365	0.775296671199449	-0.7386080143712523	-0.9990476976670057	-0.31590360252477245	0.05315565872994957	-0.7095983527460799
